id,label,freq,threshold,tp,fn,fp,precision,recall,f1
0,bowl,0.12,0.0,219,0,1600,0.12039582188015394,1.0,0.21491658488714427
0,bowl,0.12,0.01,150,69,1115,0.11857707509881422,0.684931506849315,0.20215633423180593
0,bowl,0.12,0.02,119,100,853,0.12242798353909465,0.54337899543379,0.1998320738874895
0,bowl,0.12,0.03,93,126,688,0.11907810499359796,0.4246575342465753,0.186
0,bowl,0.12,0.04,77,142,579,0.1173780487804878,0.3515981735159817,0.176
0,bowl,0.12,0.05,66,153,501,0.1164021164021164,0.3013698630136986,0.16793893129770993
0,bowl,0.12,0.06,62,157,446,0.1220472440944882,0.2831050228310502,0.17056396148555708
0,bowl,0.12,0.07,56,163,404,0.12173913043478261,0.2557077625570776,0.16494845360824742
0,bowl,0.12,0.08,53,166,369,0.12559241706161137,0.2420091324200913,0.16536661466458658
0,bowl,0.12,0.09,46,173,348,0.116751269035533,0.2100456621004566,0.1500815660685155
0,bowl,0.12,0.1,45,174,326,0.12129380053908356,0.2054794520547945,0.15254237288135594
0,bowl,0.12,0.11,43,176,310,0.12181303116147309,0.1963470319634703,0.15034965034965034
0,bowl,0.12,0.12,42,177,288,0.12727272727272726,0.1917808219178082,0.15300546448087432
0,bowl,0.12,0.13,41,178,276,0.12933753943217666,0.1872146118721461,0.15298507462686567
0,bowl,0.12,0.14,41,178,271,0.13141025641025642,0.1872146118721461,0.1544256120527307
0,bowl,0.12,0.15,41,178,254,0.13898305084745763,0.1872146118721461,0.15953307392996108
0,bowl,0.12,0.16,41,178,249,0.1413793103448276,0.1872146118721461,0.16110019646365423
0,bowl,0.12,0.17,40,179,241,0.1423487544483986,0.182648401826484,0.16
0,bowl,0.12,0.18,38,181,235,0.1391941391941392,0.1735159817351598,0.15447154471544716
0,bowl,0.12,0.19,37,182,233,0.13703703703703704,0.1689497716894977,0.15132924335378323
0,bowl,0.12,0.2,34,185,230,0.12878787878787878,0.1552511415525114,0.14078674948240166
0,bowl,0.12,0.21,33,186,225,0.12790697674418605,0.1506849315068493,0.13836477987421383
0,bowl,0.12,0.22,33,186,222,0.12941176470588237,0.1506849315068493,0.13924050632911392
0,bowl,0.12,0.23,33,186,219,0.13095238095238096,0.1506849315068493,0.14012738853503184
0,bowl,0.12,0.24,33,186,213,0.13414634146341464,0.1506849315068493,0.14193548387096774
0,bowl,0.12,0.25,33,186,209,0.13636363636363635,0.1506849315068493,0.14316702819956617
0,bowl,0.12,0.26,33,186,206,0.13807531380753138,0.1506849315068493,0.14410480349344978
0,bowl,0.12,0.27,32,187,205,0.1350210970464135,0.1461187214611872,0.14035087719298245
0,bowl,0.12,0.28,32,187,199,0.13852813852813853,0.1461187214611872,0.14222222222222222
0,bowl,0.12,0.29,31,188,196,0.13656387665198239,0.1415525114155251,0.13901345291479822
0,bowl,0.12,0.3,31,188,195,0.13716814159292035,0.1415525114155251,0.1393258426966292
0,bowl,0.12,0.31,31,188,195,0.13716814159292035,0.1415525114155251,0.1393258426966292
0,bowl,0.12,0.32,31,188,191,0.13963963963963963,0.1415525114155251,0.14058956916099774
0,bowl,0.12,0.33,29,190,191,0.1318181818181818,0.1324200913242009,0.13211845102505695
0,bowl,0.12,0.34,28,191,190,0.12844036697247707,0.1278538812785388,0.12814645308924486
0,bowl,0.12,0.35,27,192,189,0.125,0.1232876712328767,0.12413793103448276
0,bowl,0.12,0.36,27,192,187,0.1261682242990654,0.1232876712328767,0.12471131639722864
0,bowl,0.12,0.37,27,192,184,0.12796208530805686,0.1232876712328767,0.12558139534883722
0,bowl,0.12,0.38,27,192,184,0.12796208530805686,0.1232876712328767,0.12558139534883722
0,bowl,0.12,0.39,27,192,183,0.12857142857142856,0.1232876712328767,0.1258741258741259
0,bowl,0.12,0.4,27,192,182,0.1291866028708134,0.1232876712328767,0.1261682242990654
0,bowl,0.12,0.41,26,193,180,0.1262135922330097,0.1187214611872146,0.1223529411764706
0,bowl,0.12,0.42,26,193,179,0.12682926829268293,0.1187214611872146,0.12264150943396226
0,bowl,0.12,0.43,26,193,175,0.12935323383084577,0.1187214611872146,0.12380952380952381
0,bowl,0.12,0.44,26,193,174,0.13,0.1187214611872146,0.12410501193317422
0,bowl,0.12,0.45,25,194,171,0.12755102040816327,0.1141552511415525,0.12048192771084337
0,bowl,0.12,0.46,25,194,171,0.12755102040816327,0.1141552511415525,0.12048192771084337
0,bowl,0.12,0.47,25,194,171,0.12755102040816327,0.1141552511415525,0.12048192771084337
0,bowl,0.12,0.48,24,195,170,0.12371134020618557,0.1095890410958904,0.1162227602905569
0,bowl,0.12,0.49,24,195,168,0.125,0.1095890410958904,0.11678832116788321
0,bowl,0.12,0.5,24,195,166,0.12631578947368421,0.1095890410958904,0.11735941320293398
0,bowl,0.12,0.51,24,195,164,0.1276595744680851,0.1095890410958904,0.11793611793611794
0,bowl,0.12,0.52,24,195,163,0.12834224598930483,0.1095890410958904,0.11822660098522167
0,bowl,0.12,0.53,24,195,161,0.12972972972972974,0.1095890410958904,0.1188118811881188
0,bowl,0.12,0.54,24,195,155,0.1340782122905028,0.1095890410958904,0.12060301507537688
0,bowl,0.12,0.55,24,195,153,0.13559322033898305,0.1095890410958904,0.12121212121212122
0,bowl,0.12,0.56,24,195,152,0.13636363636363635,0.1095890410958904,0.12151898734177215
0,bowl,0.12,0.57,24,195,150,0.13793103448275862,0.1095890410958904,0.12213740458015267
0,bowl,0.12,0.58,23,196,149,0.13372093023255813,0.1050228310502283,0.11764705882352941
